YEAR_ID,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,PRODUCTLINE,COUNTRY,DEALSIZE
2003,45,90.86,15,4088.7,shorts,USA,Medium
2003,45,85.47,4,3846.15,shorts,Spain,Medium
2003,41,92.4,1,3788.4,shorts,Germany,Medium
2003,38,100,3,4432.7,shorts,USA,Medium
2003,31,100,1,4100.99,shorts,France,Medium
2003,36,100,1,5274.72,shorts,France,Medium
2003,25,100,12,4232,shorts,Australia,Medium
2003,48,100,11,6145.44,shorts,Denmark,Medium
2003,35,100,1,4680.2,shorts,Canada,Medium
2003,21,100,5,3286.08,shorts,Norway,Medium
2003,47,100,10,7421.3,shorts,USA,Large
2003,38,100,16,6432.64,shorts,USA,Medium
2003,47,100,7,7488.04,shorts,Norway,Large
2003,24,100,8,3457.92,shorts,Spain,Medium
2003,46,100,4,7381.16,shorts,USA,Large
2003,45,100,10,7146.9,shorts,USA,Large
2003,39,100,4,5938.53,shorts,Finland,Medium
2003,43,100,2,7110.91,shorts,Finland,Large
2003,29,100,11,5032.95,shorts,Singapore,Medium
2003,20,100,10,3667.6,shorts,Italy,Medium
2003,46,100,5,7381.16,shorts,Spain,Large
2003,27,100,5,5128.11,shorts,USA,Medium
2003,44,100,6,7060.24,shorts,USA,Large
2003,50,67.8,2,3390,Underwares,USA,Medium
2003,32,50.25,6,1608,Underwares,UK,Small
2003,42,53.88,5,2262.96,Underwares,USA,Small
2003,24,62.36,10,1496.64,Underwares,USA,Small
2003,27,69.62,8,1879.74,Underwares,USA,Small
2003,26,57.51,12,1495.26,Underwares,Italy,Small
2003,38,61.15,9,2323.7,Underwares,USA,Small
2003,42,59.33,13,2491.86,Underwares,Australia,Small
2003,23,71.44,3,1643.12,Underwares,USA,Small
2003,29,100,12,3772.61,shorts,Spain,Medium
2003,39,100,3,4164.42,shorts,France,Medium
2003,45,100,14,6295.95,shorts,USA,Medium
2003,47,100,8,6287.66,shorts,Finland,Medium
2003,49,100,6,5412.54,shorts,Finland,Medium
2003,46,100,15,5984.14,shorts,Singapore,Medium
2003,48,100,4,5891.04,shorts,UK,Medium
2003,46,100,9,5984.14,shorts,Spain,Medium
2003,35,100,9,3608.15,shorts,USA,Medium
2003,43,100,10,5752.54,shorts,USA,Medium
2003,25,100,4,3782,shorts,Germany,Medium
2003,33,100,4,3859.68,shorts,UK,Medium
2003,42,100,3,4431.84,shorts,USA,Medium
2003,33,100,8,4950.33,shorts,USA,Medium
2003,38,100,6,4299.7,shorts,USA,Medium
2003,31,100,10,4492.83,shorts,Italy,Medium
2003,20,100,7,2212,shorts,USA,Small
2003,44,100,11,4642.88,shorts,Australia,Medium
2003,26,100,1,3206.32,shorts,USA,Medium
2003,22,54.09,2,1189.98,shorts,Norway,Small
2003,45,68.67,6,3090.15,shorts,France,Medium
2003,43,65.02,2,2795.86,shorts,Spain,Small
2003,46,61.99,2,2851.54,shorts,USA,Small
2003,39,69.28,9,2701.92,shorts,Finland,Small
2003,31,71.1,18,2204.1,shorts,Singapore,Small
2003,41,69.28,7,2840.48,shorts,UK,Small
2003,44,60.16,12,2647.04,shorts,Spain,Small
2003,45,70.49,2,3172.05,shorts,France,Medium
2003,37,69.89,13,2585.93,shorts,USA,Small
2003,34,90.39,2,3073.26,shorts,Italy,Medium
2003,29,71.81,8,2082.49,shorts,Australia,Small
2003,49,69.27,3,3394.23,shorts,Spain,Medium
2003,30,85.32,14,2559.6,shorts,USA,Small
2003,21,70.96,9,1490.16,shorts,USA,Small
2003,29,70.87,6,2055.23,Tshirts,USA,Small
2003,46,58.15,4,2674.9,Tshirts,Australia,Small
2003,30,61.78,6,1853.4,Tshirts,France,Small
2003,30,49.67,10,1490.1,Tshirts,USA,Small
2003,42,51.48,18,2162.16,Tshirts,USA,Small
2003,46,61.18,5,2814.28,Tshirts,USA,Small
2003,25,64.2,13,1605,Tshirts,France,Small
2003,32,65.42,5,2093.44,Tshirts,Norway,Small
2003,30,64.81,6,1944.3,Tshirts,USA,Small
2003,26,100,1,3773.38,Tshirts,Germany,Medium
2003,31,100,1,5074.39,Tshirts,UK,Medium
2003,34,100,2,6483.46,Tshirts,Australia,Medium
2003,41,100,8,7956.46,Tshirts,Australia,Large
2003,23,100,5,4230.62,Tshirts,USA,Medium
2003,48,100,3,7209.12,Tshirts,USA,Large
2003,22,100,7,3452.68,Tshirts,Italy,Medium
2003,21,100,4,3047.73,Tshirts,USA,Medium
2003,22,100,8,3675.32,Tshirts,Australia,Medium
2003,40,100,3,7492.4,Tshirts,Spain,Large
2003,26,100,1,3157.44,Tshirts,USA,Medium
2003,46,100,3,5161.2,Tshirts,France,Medium
2003,37,100,3,4346.76,Tshirts,France,Medium
2003,27,100,10,3528.36,Tshirts,Australia,Medium
2003,23,100,9,3187.8,Tshirts,Denmark,Medium
2003,39,100,7,6023.16,Tshirts,USA,Medium
2003,27,100,3,3884.76,Tshirts,Norway,Medium
2003,38,100,8,4965.84,Tshirts,USA,Medium
2003,27,100,14,4169.88,Tshirts,USA,Medium
2003,22,100,5,3223.44,Tshirts,Norway,Medium
2003,27,83.07,12,2242.89,Tshirts,Norway,Small
2003,23,100,2,2539.89,Tshirts,Sweden,Small
2003,31,90.17,12,2795.27,Tshirts,Spain,Small
2003,46,100,1,5545.76,Tshirts,Australia,Medium
2003,47,91.18,9,4285.46,Tshirts,Singapore,Medium
2003,31,100,2,3329.09,Tshirts,USA,Medium
2003,46,100,5,5592.22,Tshirts,Australia,Medium
2003,37,89.15,9,3298.55,Tshirts,USA,Medium
2003,28,93.21,1,2609.88,Tshirts,Australia,Small
2003,37,90.17,7,3336.29,Tshirts,Canada,Medium
2003,35,57.46,14,2011.1,Tshirts,Norway,Small
2003,28,64.33,2,1801.24,Tshirts,USA,Small
2003,46,73.7,14,3390.2,Tshirts,Spain,Medium
2003,20,71.2,3,1424,Tshirts,Australia,Small
2003,30,49.97,11,1499.1,Tshirts,Singapore,Small
2003,48,69.96,4,3358.08,Tshirts,USA,Medium
2003,28,53.72,2,1504.16,Tshirts,Italy,Small
2003,39,68.08,11,2655.12,Tshirts,USA,Small
2003,24,51.84,3,1244.16,Tshirts,Australia,Small
2003,28,67.46,9,1888.88,Tshirts,Canada,Small
2003,41,83.44,18,3421.04,shorts,Italy,Medium
2003,21,89.46,9,1878.66,shorts,Austria,Small
2003,40,96.34,2,3853.6,shorts,USA,Medium
2003,46,74.84,13,3442.64,shorts,USA,Medium
2003,44,79.14,11,3482.16,shorts,Finland,Medium
2003,46,73.12,7,3363.52,shorts,Sweden,Medium
2003,41,81.72,10,3350.52,shorts,France,Medium
2003,32,89.46,7,2862.72,shorts,UK,Small
2003,46,87.74,4,4036.04,shorts,Spain,Medium
2003,25,100,13,2539.5,shorts,Norway,Small
2003,43,100,1,4818.15,shorts,USA,Medium
2003,30,97.39,13,2921.7,Sports clothes,Spain,Small
2003,20,90.06,2,1801.2,Sports clothes,Australia,Small
2003,26,100,10,2804.36,Sports clothes,Singapore,Small
2003,40,100,3,4900.8,Sports clothes,USA,Medium
2003,31,89.01,1,2759.31,Sports clothes,Italy,Small
2003,22,100,10,2488.2,Sports clothes,USA,Small
2003,23,100,2,2769.89,Sports clothes,Australia,Small
2003,30,100,8,3581.4,Sports clothes,Canada,Medium
2003,22,100,11,3065.04,Sports clothes,Denmark,Medium
2003,26,100,5,3551.34,Sports clothes,Singapore,Medium
2003,41,100,2,5544.02,Sports clothes,Spain,Medium
2003,47,100,8,6034.33,Sports clothes,USA,Medium
2003,31,100,7,3641.57,Sports clothes,Spain,Medium
2003,43,100,2,6930.74,Sports clothes,USA,Medium
2003,23,100,9,3675.63,Sports clothes,Spain,Medium
2003,28,100,9,3442.04,Sports clothes,USA,Medium
2003,49,100,1,6893.81,Sports clothes,USA,Medium
2003,23,100,13,4556.99,Sports clothes,Spain,Medium
2003,46,100,5,8257,Sports clothes,USA,Large
2003,48,100,4,8209.44,Sports clothes,France,Large
2003,25,100,3,3598.5,Sports clothes,France,Medium
2003,22,100,15,3837.24,Sports clothes,USA,Medium
2003,41,100,3,8331.61,Sports clothes,France,Large
2003,34,100,9,4836.5,Sports clothes,Finland,Medium
2003,32,100,14,5418.88,Sports clothes,Australia,Medium
2003,21,100,7,3734.01,Sports clothes,Finland,Medium
2003,20,100,1,3996.4,Sports clothes,USA,Medium
2003,47,100,16,8754.69,Sports clothes,Singapore,Large
2003,39,100,3,5481.45,Sports clothes,Canada,Medium
2003,29,100,5,4419.89,Sports clothes,UK,Medium
2003,45,100,7,6324.75,Sports clothes,Norway,Medium
2003,28,100,10,4409.72,Sports clothes,Spain,Medium
2003,26,100,12,3918.46,Sports clothes,USA,Medium
2003,50,100,10,7620.5,Sports clothes,USA,Large
2003,48,100,1,8291.04,Sports clothes,Spain,Large
2003,25,100,11,3937.25,Sports clothes,USA,Medium
2003,23,100,9,4011.66,Sports clothes,Norway,Medium
2003,38,100,13,4330.1,Underwares,Denmark,Medium
2003,21,95.8,7,2011.8,Underwares,Singapore,Small
2003,41,100,4,4837.18,Underwares,Spain,Medium
2003,22,97.81,10,2151.82,Underwares,USA,Small
2003,29,88.74,9,2573.46,Underwares,Spain,Small
2003,50,100,1,5344.5,Underwares,Singapore,Medium
2003,29,100,11,3070.52,Underwares,Spain,Medium
2003,49,80.67,11,3952.83,Underwares,USA,Medium
2003,35,100,3,3564.75,Underwares,USA,Medium
2003,26,68.35,9,1777.1,Sports clothes,Philippines,Small
2003,21,73.17,13,1536.57,Sports clothes,France,Small
2003,45,78,10,3510,Sports clothes,USA,Medium
2003,36,86.04,10,3097.44,Sports clothes,USA,Medium
2003,21,81.21,5,1705.41,Sports clothes,USA,Small
2003,32,70.76,5,2264.32,Sports clothes,Australia,Small
2003,30,82.82,17,2484.6,Sports clothes,Norway,Small
2003,36,94.88,6,3415.68,Sports clothes,Germany,Medium
2003,33,86.04,11,2839.32,Sports clothes,Spain,Small
2003,49,78.8,8,3861.2,Sports clothes,Germany,Medium
2003,46,100,16,4791.82,Sports clothes,Norway,Medium
2003,39,100,4,4178.85,Sports clothes,USA,Medium
2003,38,82.34,16,3128.92,Sports clothes,Spain,Medium
2003,30,100,5,3095.4,Sports clothes,Australia,Medium
2003,42,94.25,2,3958.5,Sports clothes,USA,Medium
2003,43,100,6,4991.44,Sports clothes,USA,Medium
2003,29,95.24,4,2761.96,Sports clothes,Italy,Small
2003,33,86.31,1,2848.23,Sports clothes,USA,Small
2003,32,79.37,5,2539.84,Sports clothes,Australia,Small
2003,28,87.3,11,2444.4,Sports clothes,Canada,Small
2003,29,100,8,4049.56,Underwares,Philippines,Medium
2003,21,100,12,2469.39,Underwares,France,Small
2003,42,100,9,5432.7,Underwares,USA,Medium
2003,37,100,9,4405.22,Underwares,USA,Medium
2003,25,100,4,3638,Underwares,USA,Medium
2003,36,100,4,4444.92,Underwares,Australia,Medium
2003,22,100,16,3395.48,Underwares,Norway,Medium
2003,23,100,5,3414.58,Underwares,Germany,Medium
2003,32,100,10,5127.04,Underwares,Spain,Medium
2003,23,100,7,3786.49,Underwares,Germany,Medium
2003,47,100,2,6241.6,Underwares,USA,Medium
2003,34,100,4,5331.88,Underwares,France,Medium
2003,31,100,4,5124.3,Underwares,France,Medium
2003,28,100,11,3639.44,Underwares,Australia,Medium
2003,36,100,10,5544,Underwares,Denmark,Medium
2003,48,100,8,5493.12,Underwares,USA,Medium
2003,39,100,4,5785.26,Underwares,Norway,Medium
2003,45,100,9,5340.6,Underwares,USA,Medium
2003,35,100,15,5735.8,Underwares,USA,Medium
2003,39,100,6,6446.7,Tshirts,Norway,Medium
2003,43,67.77,12,2914.11,Tshirts,Philippines,Small
2003,35,49.74,16,1740.9,Tshirts,France,Small
2003,45,50.36,13,2266.2,Tshirts,USA,Small
2003,47,67.14,2,3155.58,Tshirts,USA,Medium
2003,21,64.66,8,1357.86,Tshirts,USA,Small
2003,38,68.39,8,2598.82,Tshirts,Australia,Small
2003,21,50.36,3,1057.56,Tshirts,France,Small
2003,43,72.74,9,3127.82,Tshirts,Germany,Medium
2003,41,100,17,4774.86,trouser,Italy,Medium
2003,27,99.52,8,2687.04,trouser,Austria,Small
2003,33,100,1,3423.75,trouser,USA,Medium
2003,34,100,12,3455.76,trouser,USA,Medium
2003,29,100,10,3622.97,trouser,Finland,Medium
2003,34,100,6,3599.58,trouser,Sweden,Medium
2003,48,100,9,5386.56,trouser,France,Medium
2003,46,100,6,4918.78,trouser,UK,Medium
2003,22,100,3,2538.8,trouser,Spain,Small
2003,38,100,3,5348.5,Tshirts,Spain,Medium
2003,22,100,12,2780.58,Tshirts,Singapore,Small
2003,25,100,5,3447,Tshirts,USA,Medium
2003,24,100,15,3791.52,Tshirts,USA,Medium
2003,35,100,1,4524.1,Tshirts,Australia,Medium
2003,28,100,6,3337.6,Tshirts,Singapore,Medium
2003,36,100,5,5532.12,Tshirts,Italy,Medium
2003,39,100,16,5096.91,Tshirts,USA,Medium
2003,27,100,8,4537.08,Tshirts,USA,Medium
2003,40,100,1,6146.8,Tshirts,USA,Medium
2003,22,86.51,4,1903.22,Tshirts,USA,Small
2003,28,89.27,8,2499.56,Tshirts,UK,Small
2003,36,85.59,7,3081.24,Tshirts,USA,Medium
2003,34,100,1,3598.22,Tshirts,Australia,Medium
2003,39,100,10,3912.09,Tshirts,USA,Medium
2003,21,75.46,14,1584.66,Tshirts,Italy,Small
2003,36,100,11,3942.72,Tshirts,USA,Medium
2003,24,97.55,15,2341.2,Tshirts,Australia,Small
2003,29,85.59,5,2482.11,Tshirts,USA,Small
2003,38,89.27,2,3392.26,Tshirts,UK,Medium
2003,41,82.5,10,3382.5,trouser,Denmark,Medium
2003,23,97.42,4,2240.66,trouser,Singapore,Small
2003,43,92.16,1,3962.88,trouser,Spain,Medium
2003,24,70.22,7,1685.28,trouser,USA,Small
2003,22,83.38,6,1834.36,trouser,Spain,Small
2003,26,73.73,1,1916.98,trouser,USA,Small
2003,35,74.6,8,2611,trouser,Spain,Small
2003,47,77.24,8,3630.28,trouser,USA,Medium
2003,50,100,14,5090.5,trouser,Spain,Medium
2003,36,100,5,4228.2,trouser,Norway,Medium
2003,41,100,9,4815.45,trouser,France,Medium
2003,50,100,5,7083,trouser,Spain,Large
2003,40,100,5,4601.2,trouser,USA,Medium
2003,49,100,2,6467.02,trouser,Singapore,Medium
2003,45,100,3,5012.55,trouser,Austria,Medium
2003,47,100,10,5121.59,trouser,UK,Medium
2003,21,100,2,2441.04,trouser,USA,Small
2003,32,100,5,4262.08,trouser,France,Medium
2003,47,100,16,6658.02,trouser,USA,Medium
2003,41,47.29,9,1938.89,trouser,Norway,Small
2003,50,49.81,3,2490.5,trouser,USA,Small
2003,43,53.83,9,2314.69,trouser,Spain,Small
2003,29,43.27,9,1254.83,trouser,USA,Small
2003,30,42.76,6,1282.8,trouser,Singapore,Small
2003,25,53.83,7,1345.75,trouser,Austria,Small
2003,49,44.78,2,2194.22,trouser,Australia,Small
2003,40,49.3,6,1972,trouser,USA,Small
2003,41,44.78,9,1835.98,trouser,France,Small
2003,21,53.33,4,1119.93,trouser,Canada,Small
2003,44,100,11,5565.12,trouser,Philippines,Medium
2003,28,100,15,3583.16,trouser,France,Medium
2003,31,100,12,4705.18,trouser,USA,Medium
2003,29,100,1,4444.54,trouser,USA,Medium
2003,32,100,7,4618.88,trouser,USA,Medium
2003,33,100,7,4910.4,trouser,Australia,Medium
2003,44,100,2,5565.12,trouser,France,Medium
2003,32,100,8,4237.76,trouser,Germany,Medium
2003,42,61.29,9,2574.18,Sports clothes,UK,Small
2003,23,57.73,8,1327.79,Sports clothes,USA,Small
